age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Cohort,Mass,Diet,start.date,injection.days,diet.time,Mass.Change
84,23219,8066,M,+/+,Body Weight,2019-08-13,3,26.8,Ketogenic Diet,2019-07-23,21,2,1.1000000000000014
84,23219,8066,M,+/+,Total Fat Mass,2019-08-13,3,5.26,Ketogenic Diet,2019-07-23,21,2,1.9
84,23219,8066,M,+/+,Lean Mass,2019-08-13,3,19.8,Ketogenic Diet,2019-07-23,21,2,-0.5299999999999976
84,23221,8068,M,+/+,Body Weight,2019-08-13,3,27.3,Ketogenic Diet,2019-07-23,21,2,2.3000000000000007
84,23221,8068,M,+/+,Total Fat Mass,2019-08-13,3,6.99,Ketogenic Diet,2019-07-23,21,2,2.51
84,23221,8068,M,+/+,Lean Mass,2019-08-13,3,18.51,Ketogenic Diet,2019-07-23,21,2,-0.06999999999999673
84,23222,8069,M,+/+,Body Weight,2019-08-13,3,27.5,Ketogenic Diet,2019-07-23,21,2,0.6000000000000014
84,23222,8069,M,+/+,Total Fat Mass,2019-08-13,3,6.12,Ketogenic Diet,2019-07-23,21,2,2.35
84,23222,8069,M,+/+,Lean Mass,2019-08-13,3,19.4,Ketogenic Diet,2019-07-23,21,2,-1.7900000000000027
84,23223,8070,M,+/+,Body Weight,2019-08-13,3,27.8,Ketogenic Diet,2019-07-23,21,2,3.1999999999999993
84,23223,8070,M,+/+,Total Fat Mass,2019-08-13,3,6.76,Ketogenic Diet,2019-07-23,21,2,3.5
84,23223,8070,M,+/+,Lean Mass,2019-08-13,3,19.03,Ketogenic Diet,2019-07-23,21,2,-0.21999999999999886
84,23224,8071,M,+/+,Body Weight,2019-08-13,3,21.4,Ketogenic Diet,2019-07-23,21,2,-1.6000000000000014
84,23224,8071,M,+/+,Total Fat Mass,2019-08-13,3,1.43,Ketogenic Diet,2019-07-23,21,2,-0.6700000000000002
84,23224,8071,M,+/+,Lean Mass,2019-08-13,3,17.77,Ketogenic Diet,2019-07-23,21,2,-1.4600000000000009
84,23225,8072,M,+/+,Body Weight,2019-08-13,3,27.6,Ketogenic Diet,2019-07-23,21,2,2
84,23225,8072,M,+/+,Total Fat Mass,2019-08-13,3,7.85,Ketogenic Diet,2019-07-23,21,2,3.6899999999999995
84,23225,8072,M,+/+,Lean Mass,2019-08-13,3,18,Ketogenic Diet,2019-07-23,21,2,-1.379999999999999
84,23226,8073,M,+/+,Body Weight,2019-08-13,3,21.5,Ketogenic Diet,2019-07-23,21,2,-1.3999999999999986
84,23226,8073,M,+/+,Total Fat Mass,2019-08-13,3,3.11,Ketogenic Diet,2019-07-23,21,2,0.46999999999999975
84,23226,8073,M,+/+,Lean Mass,2019-08-13,3,16.56,Ketogenic Diet,2019-07-23,21,2,-2.0100000000000016
84,23227,8074,M,+/+,Body Weight,2019-08-13,3,28.8,Ketogenic Diet,2019-07-23,21,2,1.5
84,23227,8074,M,+/+,Total Fat Mass,2019-08-13,3,6.09,Ketogenic Diet,2019-07-23,21,2,2.4099999999999997
84,23227,8074,M,+/+,Lean Mass,2019-08-13,3,20.68,Ketogenic Diet,2019-07-23,21,2,-0.7600000000000016
91,23216,8063,M,+/+,Body Weight,2019-08-20,3,25.2,Control Diet,2019-07-23,28,3,0.3999999999999986
91,23216,8063,M,+/+,Total Fat Mass,2019-08-20,3,4.49,Control Diet,2019-07-23,28,3,1.5900000000000003
91,23216,8063,M,+/+,Lean Mass,2019-08-20,3,19.02,Control Diet,2019-07-23,28,3,-1.5100000000000016
91,23217,8064,M,+/+,Body Weight,2019-08-20,3,28.3,Control Diet,2019-07-23,28,3,1.6999999999999993
91,23217,8064,M,+/+,Total Fat Mass,2019-08-20,3,5.85,Control Diet,2019-07-23,28,3,2.0599999999999996
91,23217,8064,M,+/+,Lean Mass,2019-08-20,3,20.21,Control Diet,2019-07-23,28,3,-0.6099999999999994
91,23218,8065,M,+/+,Body Weight,2019-08-20,3,24.1,Control Diet,2019-07-23,28,3,0.40000000000000213
91,23218,8065,M,+/+,Total Fat Mass,2019-08-20,3,4.73,Control Diet,2019-07-23,28,3,1.5200000000000005
91,23218,8065,M,+/+,Lean Mass,2019-08-20,3,17.39,Control Diet,2019-07-23,28,3,-1.1600000000000001
91,23219,8066,M,+/+,Body Weight,2019-08-20,3,27.8,Ketogenic Diet,2019-07-23,28,3,2.1000000000000014
91,23219,8066,M,+/+,Total Fat Mass,2019-08-20,3,5.71,Ketogenic Diet,2019-07-23,28,3,2.35
91,23219,8066,M,+/+,Lean Mass,2019-08-20,3,19.85,Ketogenic Diet,2019-07-23,28,3,-0.4799999999999969
91,23221,8068,M,+/+,Body Weight,2019-08-20,3,27.8,Ketogenic Diet,2019-07-23,28,3,2.8000000000000007
91,23221,8068,M,+/+,Total Fat Mass,2019-08-20,3,7.52,Ketogenic Diet,2019-07-23,28,3,3.039999999999999
91,23221,8068,M,+/+,Lean Mass,2019-08-20,3,18.28,Ketogenic Diet,2019-07-23,28,3,-0.29999999999999716
91,23222,8069,M,+/+,Body Weight,2019-08-20,3,27.6,Ketogenic Diet,2019-07-23,28,3,0.7000000000000028
91,23222,8069,M,+/+,Total Fat Mass,2019-08-20,3,6.25,Ketogenic Diet,2019-07-23,28,3,2.48
91,23222,8069,M,+/+,Lean Mass,2019-08-20,3,19.2,Ketogenic Diet,2019-07-23,28,3,-1.990000000000002
91,23223,8070,M,+/+,Body Weight,2019-08-20,3,28.2,Ketogenic Diet,2019-07-23,28,3,3.599999999999998
91,23223,8070,M,+/+,Total Fat Mass,2019-08-20,3,6.91,Ketogenic Diet,2019-07-23,28,3,3.6500000000000004
91,23223,8070,M,+/+,Lean Mass,2019-08-20,3,19.2,Ketogenic Diet,2019-07-23,28,3,-0.05000000000000071
91,23224,8071,M,+/+,Body Weight,2019-08-20,3,23.9,Ketogenic Diet,2019-07-23,28,3,0.8999999999999986
91,23224,8071,M,+/+,Total Fat Mass,2019-08-20,3,2.92,Ketogenic Diet,2019-07-23,28,3,0.8199999999999998
91,23224,8071,M,+/+,Lean Mass,2019-08-20,3,18.45,Ketogenic Diet,2019-07-23,28,3,-0.7800000000000011
91,23225,8072,M,+/+,Body Weight,2019-08-20,3,27.9,Ketogenic Diet,2019-07-23,28,3,2.299999999999997
91,23225,8072,M,+/+,Total Fat Mass,2019-08-20,3,7.89,Ketogenic Diet,2019-07-23,28,3,3.7299999999999995
91,23225,8072,M,+/+,Lean Mass,2019-08-20,3,17.9,Ketogenic Diet,2019-07-23,28,3,-1.4800000000000004
91,23226,8073,M,+/+,Body Weight,2019-08-20,3,22,Ketogenic Diet,2019-07-23,28,3,-0.8999999999999986
91,23226,8073,M,+/+,Total Fat Mass,2019-08-20,3,2.93,Ketogenic Diet,2019-07-23,28,3,0.29000000000000004
91,23226,8073,M,+/+,Lean Mass,2019-08-20,3,16.88,Ketogenic Diet,2019-07-23,28,3,-1.6900000000000013
91,23227,8074,M,+/+,Body Weight,2019-08-20,3,30.5,Ketogenic Diet,2019-07-23,28,3,3.1999999999999993
91,23227,8074,M,+/+,Total Fat Mass,2019-08-20,3,6.96,Ketogenic Diet,2019-07-23,28,3,3.28
91,23227,8074,M,+/+,Lean Mass,2019-08-20,3,21.01,Ketogenic Diet,2019-07-23,28,3,-0.4299999999999997
92,23216,8063,M,+/+,Plasma Glucose,2019-08-21,3,NA,Control Diet,2019-07-23,29,3,NA
92,23217,8064,M,+/+,Plasma Glucose,2019-08-21,3,NA,Control Diet,2019-07-23,29,3,NA
92,23218,8065,M,+/+,Plasma Glucose,2019-08-21,3,NA,Control Diet,2019-07-23,29,3,NA
92,23219,8066,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23221,8068,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23222,8069,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23223,8070,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23224,8071,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23225,8072,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23226,8073,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
92,23227,8074,M,+/+,Plasma Glucose,2019-08-21,3,NA,Ketogenic Diet,2019-07-23,29,3,NA
