h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
3.221774e-01	3.732141e-01	2.862348e-02	1.410148e-02	5.659879e-04	5	
3.291873e-01	3.101586e-01	5.187166e-01	4.906482e-01	6.414877e-04	1	
6.901820e-01	6.863297e-01	3.125564e-01	6.489289e-02	1.121541e-03	3	
9.372238e-01	9.127277e-01	2.607031e-01	2.703962e-01	1.059301e-03	9	
4.025530e-01	3.526042e-01	1.938084e-01	1.734300e-01	1.014463e-03	7	
1.722278e-01	1.966143e-01	8.436978e-02	4.824787e-02	1.048827e-03	9	
2.957722e-01	4.079229e-01	3.553548e-01	4.398180e-01	1.497978e-03	15	
1.085715e-01	1.600723e-01	6.049638e-01	8.008710e-01	1.525186e-03	17	
4.456753e-01	4.722656e-01	1.529062e-01	1.480195e-01	1.069896e-03	10	
5.932710e-01	5.220432e-01	5.346803e-01	6.591183e-01	1.728828e-03	12	
1.900350e-01	1.957046e-01	4.190314e-01	3.060497e-01	1.193745e-03	11	
9.668690e-01	9.349574e-01	9.221680e-02	7.056313e-02	1.496652e-03	11	
6.952518e-01	7.127010e-01	7.210032e-01	7.484453e-01	1.996683e-03	13	
3.641547e-01	3.503185e-01	8.454032e-01	8.711984e-01	2.316433e-03	17	
7.211159e-01	5.441910e-01	6.349172e-01	3.355003e-01	1.717358e-03	6	
7.823317e-01	7.072868e-01	4.360187e-03	6.192487e-03	2.208334e-03	14	
6.278527e-01	5.655758e-01	4.200707e-01	2.220997e-01	2.262044e-03	17	
2.446305e-01	2.979949e-01	8.078757e-01	8.322424e-01	1.389030e-03	11	
3.704405e-01	3.038253e-01	1.090761e-01	3.881499e-02	1.318164e-03	7	
3.998446e-01	3.038641e-01	9.717068e-01	9.730811e-01	1.664856e-03	9	
4.096757e-01	5.157985e-01	7.531900e-01	9.076536e-01	1.502356e-03	12	
6.965663e-01	5.200993e-01	5.743546e-01	2.167469e-01	1.010536e-03	4	
2.424236e-01	3.141266e-01	1.908716e-01	3.320687e-01	9.654813e-04	8	
5.726216e-01	5.907828e-01	1.129746e-01	3.972717e-02	9.372919e-04	5	
3.158547e-01	2.489724e-01	3.583371e-01	3.307233e-01	1.412384e-03	4	
4.486154e-01	4.242602e-01	7.960860e-02	5.597518e-02	7.454997e-04	4	
4.060521e-01	4.721815e-01	5.104569e-01	6.264111e-01	8.049221e-04	12	
4.393183e-01	4.077185e-01	1.560599e-01	2.975694e-01	6.658779e-04	8	
2.594958e-01	4.565166e-01	7.630640e-01	9.210066e-01	1.050360e-03	15	
2.598919e-01	1.678572e-01	3.544331e-01	8.403422e-02	1.567883e-03	4	
6.271910e-01	5.357971e-01	6.281500e-01	5.895436e-01	1.559026e-03	6	
2.458618e-01	1.506493e-01	7.459125e-01	6.810010e-01	1.388405e-03	8	
7.522952e-01	6.871892e-01	9.987568e-01	9.981078e-01	1.191999e-03	14	
4.891220e-01	4.185892e-01	7.127404e-01	7.767771e-01	1.188305e-03	11	
2.900761e-01	3.444931e-01	2.400041e-04	1.182651e-04	1.072804e-03	6	
6.644851e-01	5.332267e-01	9.465617e-01	8.511248e-01	1.064024e-03	11	
1.329724e-01	1.194354e-01	6.503102e-01	4.664345e-01	8.386145e-04	6	
5.964629e-01	3.604247e-01	4.191251e-01	9.674225e-02	5.981915e-04	3	
1.049589e-01	1.633714e-01	8.383208e-01	9.261044e-01	7.688973e-04	8	
5.119425e-01	7.165916e-01	7.277734e-01	9.013940e-01	1.452912e-03	9	
3.114048e-01	2.910650e-01	3.220019e-01	4.078629e-01	1.364549e-03	11	
4.274495e-01	5.774062e-01	6.915376e-02	1.226839e-02	2.351654e-03	12	
3.841314e-01	4.759145e-01	4.175882e-01	4.726707e-01	2.226314e-03	18	
5.779994e-01	5.822770e-01	7.181652e-01	6.046708e-01	3.742446e-03	28	
5.963375e-01	5.416554e-01	7.420866e-01	6.972774e-01	2.661123e-03	15	
6.115608e-01	6.379369e-01	5.079835e-01	5.789647e-01	2.579780e-03	16	
5.208592e-01	4.675658e-01	5.909361e-01	4.768088e-01	3.152427e-03	16	
4.536249e-01	5.587166e-01	2.038211e-01	2.291793e-01	2.788385e-03	21	
3.797979e-01	3.781006e-01	6.118941e-01	5.511936e-01	2.198386e-03	23	
6.023594e-01	6.151410e-01	1.996689e-01	3.715731e-01	3.266936e-03	22	
4.212179e-01	5.891084e-01	8.723024e-01	9.431213e-01	2.115864e-03	20	
2.390692e-01	3.528808e-01	6.075310e-03	5.859398e-03	2.353269e-03	16	
1.007808e-01	1.627652e-01	3.276869e-02	1.630245e-02	3.368646e-03	20	
4.142139e-01	4.276677e-01	6.896602e-01	7.444983e-01	2.613926e-03	16	
3.407816e-01	3.612215e-01	2.116336e-01	5.392569e-02	3.119746e-03	15	
8.532135e-01	8.097516e-01	3.768908e-01	2.493117e-01	4.373034e-03	26	
3.122697e-01	3.157590e-01	7.132825e-02	4.057498e-02	4.275637e-03	26	
5.257141e-01	4.677887e-01	6.609060e-01	6.163471e-01	4.775779e-03	29	
4.800556e-01	5.130646e-01	2.578912e-01	2.354700e-01	4.137104e-03	33	
6.587521e-01	5.776292e-01	6.377974e-02	1.098303e-01	4.762058e-03	26	
3.411933e-01	2.765705e-01	9.466561e-01	9.560219e-01	4.136991e-03	30	
6.163280e-01	6.435754e-01	3.331714e-01	2.023634e-01	2.790093e-03	16	
5.540843e-01	5.654461e-01	2.819315e-01	1.824483e-01	2.137322e-03	16	
7.944422e-01	7.781101e-01	5.781709e-02	6.243983e-02	2.652760e-03	23	
3.564608e-01	4.171764e-01	1.875842e-01	1.268775e-01	2.400535e-03	18	
6.707793e-01	6.217664e-01	5.209033e-01	5.121374e-01	3.420644e-03	29	
1.947751e-01	2.245911e-01	1.030385e-01	8.201887e-02	3.452077e-03	28	
7.997916e-02	8.668032e-02	5.936079e-01	5.423045e-01	2.761716e-03	26	
4.294101e-01	5.155756e-01	6.053573e-01	6.787981e-01	3.893869e-03	23	
4.599514e-01	4.056496e-01	1.680825e-01	1.370151e-01	3.011089e-03	26	
4.248326e-01	5.317508e-01	1.990264e-01	1.271275e-01	4.646958e-03	30	
6.167031e-01	5.600009e-01	3.291608e-01	3.727837e-01	5.253313e-03	33	
3.471429e-01	4.673071e-01	9.304324e-01	9.638195e-01	3.708650e-03	27	
3.320580e-01	2.904202e-01	8.693768e-01	8.474220e-01	5.068220e-03	29	
3.824121e-01	4.038651e-01	3.065729e-02	2.018994e-02	6.731366e-03	39	
3.593310e-01	3.337440e-01	7.894321e-01	8.279472e-01	5.212653e-03	30	
5.876467e-01	6.469781e-01	3.437825e-01	2.204800e-01	5.573650e-03	40	
7.794177e-01	7.447233e-01	1.165728e-01	1.416724e-01	4.932932e-03	39	
4.967787e-01	5.022230e-01	8.663986e-01	8.647213e-01	5.403181e-03	41	
6.279120e-01	7.412682e-01	7.620091e-01	9.039394e-01	7.661672e-03	54	
7.607679e-01	6.522094e-01	7.415475e-01	7.025206e-01	6.742421e-03	47	
5.809448e-01	5.688280e-01	7.011347e-01	6.736106e-01	8.482924e-03	49	
6.396725e-01	5.812128e-01	6.329648e-01	5.515488e-01	6.782061e-03	56	
7.265013e-02	7.674356e-02	9.605988e-01	9.644472e-01	7.575856e-03	60	
7.911310e-01	7.577024e-01	5.670913e-01	4.990675e-01	6.859982e-03	56	
1.499167e-01	1.805155e-01	4.927048e-01	2.685203e-01	8.256657e-03	61	
6.058624e-01	5.055738e-01	3.173339e-01	4.528018e-01	8.730133e-03	56	
4.044232e-01	4.989793e-01	3.685239e-01	2.938146e-01	7.054330e-03	67	
2.294874e-01	3.056970e-01	8.991088e-01	9.069870e-01	8.825055e-03	73	
5.109395e-01	5.286775e-01	4.306344e-01	3.197571e-01	1.009345e-02	74	
4.331784e-01	4.409401e-01	9.159054e-01	8.261516e-01	9.095378e-03	75	
7.379906e-01	6.951156e-01	3.178406e-02	4.133476e-02	8.673216e-03	77	
2.112390e-02	2.180177e-02	5.417864e-01	5.059802e-01	1.078434e-02	71	
3.122824e-01	2.517729e-01	5.393132e-01	4.736305e-01	1.065831e-02	72	
5.898730e-01	5.906746e-01	8.736612e-01	8.069816e-01	1.075295e-02	80	
4.319986e-01	4.191917e-01	6.220950e-01	6.496366e-01	1.124576e-02	90	
5.186471e-01	5.739395e-01	1.181161e-01	7.171163e-02	1.342806e-02	93	
5.117397e-01	4.791819e-01	6.992084e-02	1.241673e-01	1.191131e-02	92	
6.455148e-01	6.539800e-01	7.599638e-01	7.579949e-01	1.399414e-02	91	
3.384607e-01	3.566650e-01	8.797926e-01	8.916439e-01	1.264518e-02	84	
3.814473e-01	4.016808e-01	5.397194e-01	4.253676e-01	1.063137e-02	86	
4.619142e-01	3.848099e-01	8.020997e-01	7.116868e-01	1.229215e-02	91	
4.548250e-01	4.777864e-01	5.996206e-01	7.078331e-01	1.505483e-02	101	
3.390661e-01	3.271913e-01	3.753472e-01	4.491006e-01	1.179239e-02	103	
2.826369e-01	3.610054e-01	1.672604e-01	1.079661e-01	1.084948e-02	75	
4.926909e-01	5.261492e-01	1.481061e-02	8.128482e-03	8.197716e-03	58	
4.191031e-01	3.653392e-01	2.691302e-01	3.356158e-01	8.725552e-03	61	
5.260838e-02	5.379746e-02	3.606513e-01	3.371341e-01	8.461523e-03	63	
1.043019e-01	1.110584e-01	6.931953e-01	7.515181e-01	8.512613e-03	63	
5.771805e-01	6.256910e-01	4.004398e-01	4.356644e-01	1.018329e-02	78	
3.173637e-01	3.165854e-01	6.815626e-01	6.459682e-01	1.116220e-02	71	
7.663751e-02	6.561361e-02	7.149053e-01	7.096466e-01	1.086026e-02	74	
6.120453e-01	6.055238e-01	1.659390e-03	1.294990e-03	9.609346e-03	66	
3.530839e-01	4.030999e-01	7.997035e-01	9.069702e-01	7.753088e-03	67	
5.431164e-01	5.588806e-01	9.672547e-01	9.617141e-01	6.911798e-03	58	
1.868640e-01	1.224407e-01	2.545746e-01	3.031495e-01	1.225501e-02	64	
2.710224e-01	2.235855e-01	2.387150e-02	5.769116e-02	9.744678e-03	64	
7.988664e-01	7.836701e-01	3.113744e-01	4.017627e-01	8.293471e-03	58	
3.889595e-01	4.437088e-01	1.269488e-01	6.249365e-02	7.822980e-03	47	
4.492034e-01	5.521946e-01	9.486724e-01	9.699299e-01	5.892212e-03	47	
1.440774e-01	1.406921e-01	2.075236e-02	2.222197e-02	5.942077e-03	44	
1.129877e-01	1.451928e-01	4.221324e-01	6.193734e-01	5.958923e-03	57	
1.933686e-01	1.513550e-01	6.674550e-01	5.372453e-01	9.354604e-03	65	
3.175530e-01	2.361241e-01	4.607223e-02	5.305037e-02	8.364244e-03	58	
2.860787e-01	3.484235e-01	5.582386e-01	4.367076e-01	8.555672e-03	59	
3.346721e-01	4.033572e-01	5.946715e-01	6.358300e-01	1.012509e-02	73	
2.151807e-01	2.592156e-01	6.201227e-01	4.712279e-01	9.518169e-03	69	
3.863758e-01	4.300633e-01	4.034727e-02	3.976437e-02	8.542258e-03	69	
5.431580e-01	4.996567e-01	4.123840e-01	2.926593e-01	9.936827e-03	64	
4.913335e-01	5.585570e-01	4.159405e-01	5.649560e-01	1.045822e-02	69	
5.081415e-01	5.832752e-01	8.134563e-01	7.530202e-01	9.596044e-03	77	
3.683039e-01	3.562494e-01	5.914472e-02	5.541952e-02	8.812188e-03	72	
7.082889e-01	7.130933e-01	1.351649e-01	1.313858e-01	7.414281e-03	54	
4.452249e-01	5.484778e-01	7.011597e-01	7.887386e-01	6.466135e-03	46	
2.969534e-01	3.623955e-01	3.919040e-01	3.473814e-01	6.199438e-03	38	
4.792216e-01	4.703080e-01	3.763085e-01	2.411438e-01	5.288772e-03	36	
6.143496e-01	5.032762e-01	1.251705e-01	2.179693e-01	5.601019e-03	38	
7.595689e-01	7.472802e-01	8.532490e-01	8.552047e-01	5.204379e-03	37	
2.480172e-01	2.103122e-01	2.825452e-01	3.313506e-01	7.128674e-03	43	
2.227061e-01	2.380886e-01	6.548394e-02	5.190897e-02	7.177022e-03	50	
4.014244e-01	4.975879e-01	4.480984e-01	5.959975e-01	5.732073e-03	39	
6.237628e-01	6.693508e-01	2.039562e-01	1.803583e-01	5.567306e-03	35	
1.284586e-01	1.459269e-01	8.205016e-01	9.197018e-01	4.475765e-03	34	
3.905620e-01	3.903544e-01	4.538003e-01	6.033359e-01	4.351141e-03	34	
2.108553e-01	2.715909e-01	9.278248e-01	9.455405e-01	5.428329e-03	40	
3.385908e-01	3.558319e-01	9.129135e-01	9.221427e-01	4.235403e-03	34	
3.289331e-01	2.994073e-01	3.344814e-01	4.739939e-01	4.639987e-03	40	
4.207588e-01	4.023577e-01	4.579837e-01	3.448229e-01	5.507834e-03	33	
7.714842e-01	7.907667e-01	4.400739e-01	3.644584e-01	4.479351e-03	33	
3.686780e-01	4.258322e-01	8.669423e-01	9.221974e-01	3.681136e-03	30	
6.795301e-01	4.940143e-01	5.325703e-01	5.073421e-01	3.410091e-03	20	
4.586071e-02	4.839200e-02	6.745227e-01	6.738227e-01	2.468425e-03	21	
2.010129e-01	1.631361e-01	4.291566e-02	3.922827e-02	2.264721e-03	12	
5.759852e-01	6.044894e-01	7.262991e-02	4.051048e-02	1.037990e-03	6	
1.485967e-01	1.525696e-01	2.856537e-01	1.608543e-02	1.090483e-03	4	
5.762323e-01	5.514289e-01	2.364738e-01	3.314467e-01	1.200096e-03	8	
7.232005e-01	5.783623e-01	6.007479e-01	4.070385e-01	1.671822e-03	9	
3.850274e-01	2.711494e-01	7.643604e-01	3.051407e-01	1.520154e-03	8	
3.757370e-01	2.181001e-01	9.321860e-01	7.983004e-01	1.942034e-03	11	
1.880726e-01	3.401009e-01	6.362595e-01	8.405811e-01	3.147419e-03	24	
6.900446e-01	7.417585e-01	6.798148e-01	7.380450e-01	3.080703e-03	18	
4.861023e-01	5.430242e-01	3.265987e-01	6.749610e-01	2.148919e-03	17	
3.181358e-01	2.631144e-01	4.330435e-01	1.940989e-01	3.467522e-03	15	
8.696266e-02	7.109602e-02	4.045775e-01	2.959845e-01	3.334488e-03	21	
5.301094e-01	6.117119e-01	8.105901e-01	9.127529e-01	5.105215e-03	39	
5.431411e-01	5.952716e-01	4.395221e-01	3.863943e-01	4.909157e-03	46	
5.406160e-01	4.988523e-01	2.313679e-01	2.825634e-01	5.827980e-03	41	
3.783663e-01	3.082224e-01	9.388798e-01	9.143251e-01	6.295049e-03	37	
6.360667e-01	6.266226e-01	1.386107e-01	1.585726e-01	4.811925e-03	37	
6.009753e-01	6.296277e-01	6.571240e-01	7.830840e-01	4.081722e-03	28	
2.107130e-01	2.079378e-01	8.598688e-02	7.352331e-02	3.871056e-03	33	
2.680703e-01	2.654925e-01	3.198279e-01	2.389719e-01	3.412878e-03	18	
5.171312e-01	5.184015e-01	8.535520e-01	9.012705e-01	4.030989e-03	27	
5.424435e-01	3.223015e-01	9.712988e-01	9.499262e-01	2.842600e-03	14	
2.159067e-01	2.639666e-01	8.918911e-01	9.288119e-01	2.873390e-03	20	
5.425674e-01	5.748873e-01	8.422749e-01	8.860342e-01	3.215077e-03	23	
6.057651e-01	5.702057e-01	3.579022e-01	3.334972e-01	3.694231e-03	19	
2.543120e-01	3.251526e-01	6.690704e-01	8.546314e-01	2.308395e-03	18	
4.517305e-01	3.797947e-01	8.680802e-01	7.894378e-01	2.178525e-03	14	
3.461010e-01	3.822531e-01	3.737906e-01	4.276787e-01	2.131667e-03	16	
5.517273e-01	6.437120e-01	7.780598e-01	8.924401e-01	1.855087e-03	18	
2.496553e-01	2.261713e-01	2.092297e-02	7.342071e-03	2.360336e-03	17	
4.606724e-01	4.960999e-01	4.115080e-01	3.307758e-01	1.616283e-03	16	
2.801570e-01	1.845194e-01	4.434065e-01	1.399621e-01	1.723636e-03	9	
3.298047e-01	4.106888e-01	7.244878e-01	8.323393e-01	1.316535e-03	16	
3.509726e-01	5.738637e-02	8.747244e-01	4.270286e-02	1.071472e-03	3	
3.440550e-01	2.803506e-01	8.759877e-01	7.930925e-01	7.242380e-04	4	
1.499400e-01	1.302326e-01	4.021294e-01	4.237337e-01	7.080034e-04	4	
7.030848e-01	6.716755e-01	1.619506e-01	1.083563e-01	1.103201e-03	6	
2.297076e-02	5.079178e-02	1.219760e-01	7.284023e-02	1.624627e-03	21	
6.259541e-01	5.280302e-01	6.953986e-01	7.571302e-01	2.077476e-03	12	
6.595236e-01	7.157051e-01	9.146532e-01	9.385886e-01	1.571813e-03	13	
4.881765e-01	4.915483e-01	5.674720e-01	5.117882e-01	2.979894e-03	22	
5.408307e-01	5.518662e-01	7.030508e-01	8.147549e-01	4.648985e-03	37	
3.847073e-01	4.059046e-01	1.094407e-02	1.460745e-02	3.656998e-03	26	
3.116231e-01	3.598180e-01	3.383510e-01	2.287246e-01	2.953974e-03	30	
7.004339e-01	7.057439e-01	2.689837e-01	3.280734e-01	3.445613e-03	30	
8.112512e-01	7.816088e-01	4.450236e-01	3.272648e-01	2.862442e-03	24	
7.044094e-01	6.170950e-01	8.434331e-01	7.427776e-01	1.895929e-03	14	
3.663705e-01	3.688098e-01	6.329945e-01	7.835535e-01	1.559662e-03	14	
6.266468e-01	6.843113e-01	1.761413e-01	1.087793e-01	2.097828e-03	15	
1.022977e-01	7.289219e-02	5.799362e-01	4.452556e-01	2.870830e-03	17	
1.167403e-01	1.470084e-01	2.732122e-01	2.504450e-01	2.059238e-03	21	
5.436124e-01	4.981321e-01	1.940010e-01	3.418813e-01	1.851569e-03	14	
6.606826e-01	6.600953e-01	1.312094e-01	1.448708e-01	1.383657e-03	12	
6.254132e-01	6.761811e-01	2.795785e-01	6.318020e-01	1.434992e-03	14	
4.607135e-01	4.120650e-01	6.279327e-01	6.492309e-01	2.367598e-03	17	
3.499068e-01	3.518843e-01	5.608730e-01	5.180283e-01	2.318214e-03	13	
5.024643e-01	4.999502e-01	1.672202e-01	7.330618e-02	1.405131e-03	7	
6.466796e-01	5.996653e-01	1.859539e-02	2.357438e-02	1.504802e-03	10	
4.203174e-01	5.254974e-01	1.753813e-01	1.056392e-01	2.173294e-03	18	
4.684862e-01	5.563811e-01	1.064204e-01	1.268288e-01	1.825194e-03	17	
5.643658e-01	5.718885e-01	4.723457e-02	3.963194e-02	1.911538e-03	9	
4.381841e-01	3.783858e-01	5.588296e-01	5.050187e-01	1.613826e-03	12	
4.562670e-01	3.428245e-01	4.650143e-01	1.434010e-01	1.015168e-03	3	
4.397439e-01	2.072642e-01	6.793328e-01	1.612666e-02	6.953517e-04	2	
3.335995e-01	3.697850e-01	4.807848e-01	5.393904e-01	7.022797e-04	10	
4.814515e-01	4.515336e-01	4.034600e-01	2.757762e-02	6.763205e-04	3	
4.531525e-01	5.368981e-01	3.173422e-01	3.589682e-01	5.974667e-04	6	
5.398056e-01	4.788909e-01	1.613239e-02	1.629602e-02	8.114448e-04	5	
6.514197e-01	5.885922e-01	3.529373e-01	1.478010e-01	1.125191e-03	7	
4.636882e-01	4.275390e-01	7.275703e-01	4.386328e-01	1.323133e-03	10	
4.964542e-01	5.990536e-01	3.366774e-02	6.625265e-03	5.956573e-04	3	
5.768819e-01	6.287696e-01	3.930011e-01	5.227152e-01	9.743260e-04	8	
3.919933e-01	3.686662e-01	6.004232e-01	7.661069e-01	8.328308e-04	4	
1.699872e-01	1.407291e-01	7.390265e-01	7.544705e-01	9.800765e-04	4	
6.335550e-01	5.484305e-01	7.768770e-02	1.136059e-01	9.393725e-04	11	
4.179853e-01	4.318912e-01	4.086611e-01	3.353733e-01	9.780463e-04	7	
7.582871e-02	1.437187e-01	7.173924e-01	8.711886e-01	1.164373e-03	11	
3.026292e-01	2.143085e-01	6.974261e-01	4.473814e-01	8.155624e-04	5	
3.939978e-01	3.016307e-01	5.314278e-01	3.562843e-01	1.037045e-03	4	
2.934023e-01	3.147411e-01	2.433207e-01	3.064951e-01	5.725794e-04	6	
8.095920e-01	7.562117e-01	4.837679e-01	3.376072e-01	6.938995e-04	7	
5.641615e-01	4.176908e-01	4.302151e-01	1.925692e-01	6.370926e-04	4	
1.635093e-01	2.379746e-01	5.120513e-01	6.509526e-01	7.392076e-04	6	
1.822846e-01	1.925571e-01	5.569628e-01	4.566402e-01	8.980401e-04	5	
6.221002e-01	4.540374e-01	4.839967e-01	2.892688e-01	1.001043e-03	5	
4.650529e-01	5.837914e-01	5.689594e-02	4.864120e-02	7.217923e-04	6	
6.828103e-01	5.031076e-01	8.955865e-01	8.242550e-01	9.227629e-04	6	
3.212091e-01	3.060923e-01	2.320465e-01	1.510646e-01	1.194403e-03	14	
5.869403e-01	4.309530e-01	2.889922e-01	2.541483e-01	1.373253e-03	10	
6.539636e-01	6.364693e-01	7.086682e-01	7.013541e-01	2.396423e-03	10	
6.917609e-01	4.597630e-01	6.868289e-01	5.823407e-01	2.979469e-03	17	
2.137958e-01	1.959940e-01	9.286498e-01	9.289634e-01	2.775378e-03	15	
5.369050e-01	4.847363e-01	9.027664e-02	1.832671e-02	2.162335e-03	12	
5.467190e-01	5.478913e-01	6.895045e-03	3.845714e-03	3.293972e-03	15	
4.197546e-01	4.343079e-01	4.246981e-01	4.542298e-01	3.727269e-03	24	
9.141992e-02	1.170077e-01	2.680790e-01	2.119767e-01	4.039071e-03	33	
6.397096e-01	6.149883e-01	1.432267e-01	3.641898e-01	4.235470e-03	32	
3.998971e-01	3.176183e-01	9.149217e-02	1.815309e-01	3.491133e-03	26	
2.883255e-01	3.761369e-01	9.400435e-01	9.753534e-01	2.705621e-03	30	
6.703975e-01	5.838834e-01	7.311735e-01	6.093741e-01	3.838668e-03	20	
4.068794e-01	4.200390e-01	6.091114e-01	5.978673e-01	2.387075e-03	17	
7.299636e-01	6.552607e-01	5.117455e-01	3.551759e-01	1.457466e-03	12	
2.579601e-01	5.325579e-01	9.886008e-01	9.965398e-01	3.136716e-03	22	
4.754036e-01	3.522009e-01	9.255948e-01	9.137728e-01	2.273314e-03	11	
3.518148e-01	4.563846e-01	6.609943e-01	6.911980e-01	2.194941e-03	21	
1.491006e-01	1.409743e-01	3.637937e-01	2.712436e-01	3.032984e-03	15	
3.358065e-01	3.447039e-01	1.329742e-02	1.459740e-02	5.047520e-03	35	
5.134208e-01	5.077576e-01	2.482657e-01	1.142520e-01	2.838493e-03	18	
3.932049e-01	3.532681e-01	2.065023e-01	1.252079e-01	2.292731e-03	16	
5.512201e-01	5.530168e-01	1.797532e-01	1.063561e-01	2.587994e-03	20	
4.504507e-01	5.060806e-01	8.984910e-01	9.105804e-01	1.773653e-03	17	
8.471408e-01	8.263996e-01	7.211707e-01	7.850271e-01	2.302517e-03	21	
1.785011e-01	1.607791e-01	3.266865e-01	1.388268e-01	1.606657e-03	13	
1.171481e-02	1.533291e-02	7.263002e-01	7.941359e-01	1.759989e-03	19	
4.131572e-01	4.170269e-01	6.844175e-01	6.579334e-01	2.408104e-03	18	
5.199340e-01	5.269672e-01	7.038666e-01	7.035877e-01	2.779568e-03	31	
2.216313e-01	2.372426e-01	1.797708e-01	8.135763e-02	3.688300e-03	25	
2.365843e-01	2.644540e-01	7.788638e-01	8.945188e-01	4.276392e-03	29	
1.667734e-01	2.366432e-01	3.438934e-01	1.667425e-01	4.471222e-03	30	
4.509803e-01	5.313667e-01	6.505995e-01	7.131302e-01	4.126880e-03	32	
4.386249e-01	2.934032e-01	9.143501e-01	8.849014e-01	3.569568e-03	25	
3.572020e-01	4.000612e-01	6.493652e-01	7.517552e-01	3.297536e-03	27	
5.910753e-01	5.817255e-01	2.595454e-01	1.116609e-01	3.499604e-03	25	
9.586019e-02	9.878293e-02	6.584070e-02	7.894783e-02	3.371313e-03	23	
7.195768e-01	6.946186e-01	3.637883e-01	3.217284e-01	2.889052e-03	14	
1.663558e-01	2.442021e-01	1.879901e-01	1.449171e-01	3.354495e-03	27	
6.037442e-01	5.690673e-01	9.902375e-02	8.519934e-02	5.521865e-03	29	
1.529714e-01	1.493946e-01	2.367372e-01	2.021348e-01	5.509131e-03	39	
5.984454e-01	6.741952e-01	1.458027e-01	1.161334e-01	4.843979e-03	37	
6.218196e-01	5.056737e-01	3.643458e-01	4.062350e-01	3.893761e-03	31	
1.781842e-01	1.113917e-01	2.220284e-01	2.823425e-01	4.486396e-03	25	
4.167118e-01	4.266157e-01	5.989284e-01	6.953666e-01	4.880492e-03	35	
2.621424e-01	3.364282e-01	3.889437e-01	5.225388e-01	5.658832e-03	42	
1.727511e-01	1.959425e-01	2.352881e-01	3.656416e-01	4.633114e-03	35	
4.644864e-01	4.142704e-01	4.956473e-01	3.527284e-01	6.604823e-03	44	
3.151578e-01	3.257900e-01	9.398091e-01	9.535928e-01	6.521140e-03	47	
3.227974e-01	3.730736e-01	3.880978e-01	4.682006e-01	1.075492e-02	68	
4.530005e-01	4.680806e-01	6.204312e-01	6.370491e-01	1.123035e-02	69	
3.926882e-01	4.050012e-01	7.470746e-01	7.744150e-01	1.062367e-02	78	
4.364806e-01	4.329127e-01	5.869165e-01	6.122095e-01	9.684356e-03	60	
5.970150e-01	5.079143e-01	8.788706e-01	8.312649e-01	1.098218e-02	66	
3.656246e-01	3.858770e-01	7.251296e-01	8.205544e-01	1.142906e-02	65	
3.961463e-01	3.258089e-01	6.020120e-01	5.767183e-01	9.172480e-03	58	
5.844894e-01	4.871732e-01	4.348223e-01	5.428946e-01	9.928018e-03	66	
2.538443e-01	2.024928e-01	1.617719e-01	2.770705e-01	8.453585e-03	62	
2.860617e-01	2.496840e-01	3.905471e-01	3.814279e-01	8.895311e-03	60	
7.139744e-01	6.166317e-01	5.843924e-01	4.861080e-01	9.433695e-03	69	
5.336731e-01	5.628996e-01	3.009746e-01	3.297217e-01	1.037041e-02	66	
6.154011e-01	6.476491e-01	7.526009e-01	7.608129e-01	8.061429e-03	69	
5.586755e-01	6.115736e-01	3.045967e-02	1.738120e-02	1.040720e-02	57	
6.723242e-01	6.928814e-01	8.497869e-02	1.162212e-01	9.186309e-03	57	
4.170953e-01	4.010034e-01	2.145620e-01	2.690676e-01	1.037449e-02	77	
1.277171e-01	1.696965e-01	4.188360e-01	1.987986e-01	1.092637e-02	73	
4.668485e-01	4.398423e-01	5.049761e-01	6.007293e-01	9.355688e-03	71	
4.084241e-01	4.337279e-01	8.252713e-01	8.333607e-01	9.221910e-03	71	
5.301224e-01	5.202355e-01	6.591998e-01	5.835489e-01	1.076450e-02	76	
3.034356e-02	7.772591e-02	8.949841e-01	9.708019e-01	1.073338e-02	75	
2.512168e-02	1.625558e-02	4.898976e-02	1.000300e-01	1.226503e-02	88	
2.877583e-01	3.040571e-01	6.534914e-01	5.534778e-01	1.231454e-02	74	
3.197549e-01	4.122894e-01	9.408281e-01	9.532171e-01	8.058373e-03	72	
4.951214e-01	5.245952e-01	9.884330e-01	9.882215e-01	8.984863e-03	67	
2.225628e-01	2.446006e-01	5.405660e-01	4.621514e-01	6.356098e-03	47	
1.386828e-01	1.276580e-01	1.201925e-01	9.908079e-02	7.145115e-03	48	
1.439775e-01	1.736990e-01	9.020988e-01	9.119413e-01	5.969425e-03	48	
4.089554e-01	2.321587e-01	9.578538e-01	8.798737e-01	7.703060e-03	38	
7.162429e-01	7.232266e-01	9.383922e-01	9.370224e-01	5.761025e-03	40	
6.708655e-01	6.926643e-01	6.441144e-02	3.240603e-02	4.554580e-03	31	
6.054965e-02	6.810588e-02	9.034915e-01	8.571742e-01	4.039572e-03	32	
6.212135e-01	6.078189e-01	4.943936e-01	5.786382e-01	6.656284e-03	34	
5.030056e-01	3.758884e-01	6.745698e-01	4.794898e-01	6.014501e-03	37	
7.073752e-01	6.632727e-01	7.844697e-02	1.263658e-01	4.722015e-03	38	
3.403714e-01	5.134800e-01	2.355614e-01	9.248773e-02	3.883978e-03	29	
