h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
1.575431e-01	7.682353e-02	1.094849e-03	1.558194e-03	4.815820e-03	27	
6.066994e-01	6.226396e-01	3.532453e-01	5.160579e-01	3.419806e-03	27	
1.610313e-01	2.278718e-01	1.714488e-01	4.806487e-02	3.259023e-03	18	
3.173999e-01	2.177626e-01	2.931361e-01	4.587837e-01	5.589578e-03	27	
5.682930e-01	5.970835e-01	4.657387e-01	3.722721e-01	4.173995e-03	34	
6.426939e-01	5.866289e-01	5.398489e-01	5.776492e-01	2.986943e-03	30	
3.084288e-01	2.710179e-01	1.819424e-01	2.348394e-01	3.895260e-03	29	
2.160064e-01	2.388539e-01	2.654298e-01	1.371192e-01	4.442817e-03	33	
3.588533e-01	3.238919e-01	5.732857e-01	6.191382e-01	4.811006e-03	31	
3.328759e-01	2.126851e-01	8.032827e-01	7.064351e-01	6.860575e-03	36	
5.064995e-01	5.122470e-01	3.713062e-01	3.464573e-01	5.742558e-03	37	
6.675202e-01	6.577607e-01	4.904200e-01	6.654658e-01	4.015724e-03	27	
2.152373e-01	3.010593e-01	4.348943e-01	3.137114e-01	3.446688e-03	22	
8.401159e-02	1.098727e-01	8.738819e-01	9.201233e-01	3.840767e-03	34	
6.880062e-01	7.763804e-01	2.618428e-01	2.914364e-01	2.413989e-03	26	
7.137725e-01	6.135597e-01	6.647679e-01	5.415293e-01	3.275218e-03	19	
3.518894e-01	3.031373e-01	5.993652e-01	4.680913e-01	3.005222e-03	17	
4.511652e-01	4.705228e-01	3.161198e-01	6.073181e-01	2.946272e-03	20	
1.157453e-01	1.597933e-01	2.369707e-01	2.326759e-01	3.244864e-03	33	
1.345009e-01	1.735281e-01	3.536292e-01	2.591501e-01	3.298029e-03	20	
5.488410e-01	6.975941e-01	1.029496e-01	6.446706e-02	3.728711e-03	28	
2.587301e-01	2.517514e-01	5.050458e-01	6.445686e-01	3.850287e-03	34	
5.520490e-01	6.625260e-01	1.723681e-01	1.104365e-01	3.182660e-03	28	
4.207444e-01	3.864571e-01	8.814592e-01	8.659049e-01	3.325670e-03	24	
3.811277e-01	3.698529e-01	2.996287e-01	2.307483e-01	5.800109e-03	35	
3.069208e-01	2.841807e-01	4.475926e-01	3.217962e-01	7.537383e-03	41	
5.984350e-01	5.245616e-01	7.807492e-01	6.235813e-01	3.348052e-03	22	
6.545161e-01	6.054646e-01	6.023206e-01	3.697369e-01	3.219074e-03	26	
4.556959e-01	4.120394e-01	4.675816e-02	4.266734e-02	1.920703e-03	15	
2.235279e-01	3.403316e-01	5.820520e-01	7.151532e-01	1.817081e-03	13	
1.515449e-01	2.393998e-01	6.535313e-02	6.625681e-02	2.134564e-03	19	
6.648689e-01	6.391917e-01	7.328190e-03	1.300518e-02	1.701539e-03	14	
4.893121e-01	3.788176e-01	6.776674e-01	5.666592e-01	1.731422e-03	12	
6.773529e-01	5.827677e-01	3.410156e-01	1.942323e-01	2.589976e-03	20	
6.224785e-01	5.961833e-01	2.639043e-01	3.119058e-01	2.425134e-03	16	
3.988132e-01	3.312363e-01	4.545733e-01	3.356311e-01	3.071855e-03	20	
6.782466e-01	7.080353e-01	6.500252e-01	7.222297e-01	3.125416e-03	24	
5.262888e-01	4.592977e-01	5.219684e-01	5.084507e-01	3.483596e-03	22	
7.000445e-01	6.308992e-01	8.710842e-01	8.341301e-01	2.850565e-03	19	
8.561542e-01	8.076964e-01	8.568173e-01	8.855870e-01	1.952679e-03	23	
5.723769e-01	5.264878e-01	9.805773e-01	9.719292e-01	1.876299e-03	12	
6.496417e-01	5.756139e-01	6.221099e-01	5.183733e-01	2.406572e-03	16	
8.431537e-01	8.568663e-01	1.186455e-01	2.974548e-01	3.506804e-03	29	
7.245457e-01	7.396570e-01	1.192278e-01	8.175144e-02	2.716937e-03	24	
1.818540e-01	1.986270e-01	8.403829e-01	8.278895e-01	2.609603e-03	19	
5.246511e-01	3.734120e-01	6.706860e-01	4.574974e-01	1.983497e-03	10	
1.098996e-01	6.567981e-02	3.880291e-01	1.855804e-01	3.322751e-03	21	
5.455935e-02	6.795226e-02	5.925175e-01	6.541881e-01	2.307877e-03	26	
3.150452e-02	4.105928e-02	2.706432e-01	3.006397e-01	2.088594e-03	20	
1.983367e-01	2.899372e-01	4.572727e-01	7.242504e-01	1.829122e-03	22	
4.287154e-01	3.332409e-01	8.059831e-01	6.871895e-01	1.728510e-03	8	
3.433890e-01	4.148815e-01	4.076127e-02	9.552434e-03	1.309215e-03	6	
4.053377e-01	3.246061e-01	4.033417e-01	2.504794e-01	9.666982e-04	6	
4.926652e-01	4.718692e-01	2.024885e-01	1.119016e-01	6.277308e-04	4	
4.241461e-01	4.681720e-01	4.542104e-02	5.068187e-03	3.760377e-04	1	
3.807171e-01	1.985803e-01	5.874344e-01	6.243672e-02	2.427194e-04	1	
6.920401e-01	4.232145e-01	5.220941e-01	0.000000e+00	3.161799e-04	0	
5.368053e-01	2.230187e-01	8.048292e-01	4.935141e-01	3.903092e-04	2	
5.934392e-01	6.204262e-01	2.632013e-01	1.183004e-01	5.758178e-04	5	
3.189989e-01	2.275554e-01	4.998011e-01	1.259873e-01	3.278775e-04	1	
3.924892e-01	4.080452e-01	6.408961e-01	8.427258e-01	2.984419e-04	2	
4.226527e-01	3.967136e-01	3.002305e-01	2.516263e-01	5.302044e-04	3	
6.036008e-01	3.318760e-01	8.442210e-01	3.623598e-01	4.275144e-04	1	
3.831938e-01	4.305685e-01	3.565486e-01	3.959784e-01	5.075697e-04	3	
1.863016e-01	2.625751e-01	3.277708e-01	2.653570e-01	6.729561e-04	4	
4.079511e-01	4.489115e-01	2.478306e-01	2.108177e-01	8.462153e-04	5	
5.620883e-01	6.314898e-01	2.756235e-01	8.794823e-02	6.134537e-04	2	
3.388799e-01	2.201833e-01	9.251846e-01	9.138067e-01	2.856484e-04	2	
4.516723e-01	2.596122e-01	4.999393e-01	0.000000e+00	2.487774e-04	0	
6.413596e-01	6.034620e-01	3.491900e-01	3.885139e-02	1.958096e-04	1	
2.177232e-01	2.009978e-01	4.641013e-01	1.526071e-01	2.235511e-04	2	
2.159666e-01	2.968142e-01	5.844981e-01	6.221445e-01	1.468087e-04	2	
6.405146e-01	3.432778e-01	8.784140e-01	6.502688e-01	1.410473e-04	1	
6.127358e-02	2.711118e-01	5.810238e-01	9.306711e-01	1.550733e-04	3	
5.390883e-01	2.059712e-01	7.773998e-01	1.883842e-01	1.587358e-04	1	
6.612181e-01	6.405701e-01	4.104116e-01	9.400167e-03	1.716568e-04	1	
2.801652e-01	2.503248e-01	3.870918e-01	1.680221e-01	3.751299e-04	5	
7.116851e-01	7.192831e-01	1.615401e-01	2.624835e-01	8.186762e-04	4	
1.348805e-01	1.330788e-01	6.410068e-02	2.040964e-01	5.212368e-04	3	
3.296180e-02	2.893179e-02	2.314961e-01	2.152952e-01	5.902937e-04	3	
5.771620e-01	4.671055e-01	4.742047e-01	3.430363e-01	3.596695e-04	3	
2.119402e-01	2.499055e-01	3.778697e-01	5.447423e-01	4.519391e-04	5	
9.603256e-01	6.867142e-01	9.091489e-01	0.000000e+00	4.338506e-04	0	
6.194386e-01	3.382632e-01	7.632822e-01	4.223193e-01	3.984939e-04	1	
4.116172e-01	7.953123e-02	8.522298e-01	2.559816e-02	4.848080e-04	1	
7.111622e-01	6.144070e-01	7.742560e-01	6.850425e-01	4.083186e-04	4	
4.368960e-01	5.583597e-01	5.866667e-01	7.652818e-01	4.025861e-04	3	
5.561730e-01	5.171790e-01	1.216791e-01	9.808030e-04	5.246035e-04	1	
4.247182e-01	4.320477e-01	3.659779e-01	5.447433e-01	7.497050e-04	6	
8.016732e-01	7.216187e-01	4.151070e-01	8.636674e-02	5.632760e-04	1	
5.365003e-01	2.784491e-01	7.362967e-01	3.064399e-02	3.212179e-04	1	
7.127801e-02	7.469243e-02	6.347461e-01	7.200560e-01	3.187113e-04	2	
7.335240e-01	3.976542e-01	8.031148e-01	4.349648e-02	3.107425e-04	1	
5.931757e-01	5.826134e-01	1.244876e-01	7.912781e-02	2.535691e-04	1	
4.043393e-01	3.964865e-01	6.363181e-03	8.613870e-03	1.485466e-04	3	
4.149205e-01	4.044381e-01	4.942416e-01	3.697221e-02	1.622981e-04	1	
6.615493e-01	3.640972e-01	8.469859e-01	6.657220e-01	2.270223e-04	1	
6.531846e-01	5.815498e-01	3.551970e-01	1.546194e-01	1.692039e-04	1	
3.545318e-01	3.348853e-01	7.107077e-02	1.584076e-03	2.421662e-04	1	
5.195735e-01	5.028649e-01	7.540419e-01	7.149769e-01	1.676403e-04	3	
4.362431e-01	5.722651e-01	1.733517e-02	3.304874e-02	1.527389e-04	1	
6.802554e-01	2.598821e-01	9.459276e-01	7.318620e-01	1.898715e-04	1	
4.457673e-01	3.803957e-01	5.490214e-01	8.013517e-02	3.223469e-04	3	
6.591396e-02	2.157520e-01	4.750523e-01	8.707830e-01	2.902595e-04	4	
3.553196e-01	4.144061e-01	3.147271e-01	3.443791e-01	2.181425e-04	4	
2.336246e-01	3.283506e-01	4.474721e-01	6.443259e-01	2.905204e-04	3	
5.954088e-01	4.250432e-01	5.186324e-01	4.906353e-02	3.741505e-04	1	
2.665752e-01	2.125896e-01	4.842768e-01	4.889737e-01	4.092912e-04	2	
4.557080e-01	4.499218e-01	1.004036e-01	2.370113e-01	4.499017e-04	4	
2.522245e-01	3.701693e-01	8.587407e-01	9.206838e-01	5.167743e-04	7	
5.539595e-01	6.302500e-01	6.296657e-01	6.590697e-01	7.172997e-04	5	
5.369634e-01	5.444586e-01	1.656383e-01	4.583946e-01	6.934708e-04	6	
5.035440e-01	3.947117e-01	1.925663e-01	1.017648e-01	8.612341e-04	5	
5.980778e-01	5.240202e-01	5.090530e-01	4.209607e-01	8.284570e-04	3	
8.999039e-01	8.557027e-01	2.782713e-01	8.144627e-02	7.290604e-04	6	
5.676452e-01	3.361528e-01	9.156298e-01	7.073045e-01	8.051792e-04	6	
8.097428e-01	7.337776e-01	3.716228e-01	3.717813e-01	9.594325e-04	5	
3.438597e-01	4.025154e-01	8.376313e-01	7.557295e-01	1.062521e-03	9	
3.799963e-01	4.302659e-01	2.895862e-01	4.579545e-01	6.455067e-04	3	
2.360096e-01	2.451762e-01	5.478369e-01	9.321697e-02	6.120835e-04	1	
1.813708e-01	1.768473e-01	8.425431e-01	8.268630e-01	7.936889e-04	5	
6.393168e-02	5.573621e-02	7.863316e-01	7.258896e-01	6.301313e-04	5	
3.766762e-01	2.631518e-01	4.907414e-01	1.979477e-01	7.342286e-04	1	
8.123915e-02	1.642055e-01	5.801382e-01	8.701566e-01	8.363112e-04	9	
4.774420e-01	5.353770e-01	4.995345e-01	3.917658e-01	1.204357e-03	12	
3.037630e-01	2.532594e-01	5.264971e-01	4.152756e-01	1.592393e-03	7	
4.654640e-01	4.934546e-01	1.373222e-01	1.308995e-01	1.185397e-03	8	
5.107736e-01	5.185081e-01	2.750067e-02	1.973189e-02	1.113295e-03	3	
3.466750e-01	3.178140e-01	4.785678e-01	6.116154e-01	1.122929e-03	10	
4.848052e-02	3.630260e-02	9.885736e-01	9.852017e-01	8.709490e-04	8	
8.355486e-01	7.846456e-01	7.169181e-01	6.544814e-01	1.174053e-03	8	
1.848854e-01	1.511885e-01	9.444968e-02	9.215197e-02	1.069925e-03	6	
2.851280e-01	2.833139e-01	3.986247e-01	4.146689e-01	8.511417e-04	5	
2.498747e-01	3.061937e-01	3.845241e-01	3.518501e-01	1.522088e-03	14	
3.244355e-01	3.434772e-01	1.593687e-01	2.346692e-01	1.638483e-03	17	
4.891541e-01	3.024888e-01	9.368736e-01	8.412498e-01	1.283773e-03	9	
1.640414e-01	1.982669e-01	7.774006e-01	7.440229e-01	7.481200e-04	11	
2.710636e-01	3.935656e-01	9.203058e-01	9.833040e-01	1.184973e-03	16	
5.520536e-01	5.894465e-01	1.227115e-01	1.483591e-01	1.308115e-03	13	
3.122034e-01	4.029560e-01	3.961841e-01	4.874269e-01	1.108124e-03	12	
1.271779e-01	1.791509e-01	3.292837e-01	4.703633e-01	8.321908e-04	6	
8.737106e-01	7.453305e-01	7.072882e-01	4.432272e-01	1.269201e-03	3	
6.528933e-01	5.529355e-01	2.930469e-01	1.139024e-01	1.072758e-03	2	
2.086579e-01	3.032502e-01	6.633597e-01	6.346206e-01	9.853728e-04	8	
5.539806e-01	3.909250e-01	7.512545e-01	3.357259e-01	7.712848e-04	3	
4.580168e-01	2.304700e-01	7.654423e-01	4.636179e-02	5.502009e-04	2	
4.290027e-01	4.252443e-01	2.178055e-01	1.690042e-01	5.764884e-04	4	
3.744768e-01	2.244621e-01	9.027629e-01	8.405519e-01	4.287051e-04	4	
6.016273e-01	4.683464e-01	3.965963e-01	0.000000e+00	3.809894e-04	0	
8.689192e-01	7.439416e-01	5.254087e-01	0.000000e+00	1.922432e-04	0	
5.300807e-01	1.767544e-01	7.255719e-01	0.000000e+00	1.704823e-04	0	
7.985000e-01	4.470632e-01	7.394502e-01	0.000000e+00	3.083070e-04	0	
7.665468e-01	7.670396e-01	1.233641e-01	2.309965e-02	3.613119e-04	3	
6.169994e-01	3.983560e-01	6.622404e-01	2.383771e-01	2.144592e-04	1	
3.999872e-01	4.534064e-01	7.519002e-01	8.346782e-01	2.034600e-04	3	
3.761481e-03	4.771535e-03	2.938022e-02	9.582933e-04	2.008786e-04	2	
3.393639e-01	3.398544e-01	7.934998e-01	8.504719e-01	2.307761e-04	1	
5.634533e-01	5.629554e-01	3.010330e-01	1.273225e-01	2.280365e-04	1	
2.285478e-01	2.992868e-01	8.455052e-01	9.341297e-01	1.567109e-04	1	
5.593791e-01	2.728030e-01	6.661167e-01	3.856363e-01	1.520172e-04	3	
5.288375e-01	4.245227e-01	5.579758e-01	5.996694e-02	2.427703e-04	2	
6.164434e-01	4.520408e-01	5.784890e-01	4.086971e-01	3.081624e-04	2	
7.133858e-01	1.819132e-01	9.028978e-01	0.000000e+00	1.456130e-04	0	
3.574935e-01	4.055850e-01	6.837459e-01	7.451467e-01	1.401864e-04	2	
3.816389e-01	2.515179e-01	8.802523e-01	8.795874e-01	1.521829e-04	3	
2.373290e-01	1.483319e-01	8.205382e-01	6.651703e-01	1.762721e-04	1	
2.574243e-01	2.813679e-01	1.619102e-01	0.000000e+00	2.220533e-04	0	
2.158864e-01	2.499482e-01	7.754857e-01	8.190907e-01	1.952593e-04	6	
5.227812e-01	6.815858e-01	7.809324e-01	8.912518e-01	2.136682e-04	3	
2.396396e-01	2.298866e-01	4.572111e-02	6.235828e-06	2.118417e-04	1	
5.347669e-01	4.414432e-01	6.414240e-01	1.294813e-01	2.069821e-04	1	
4.431785e-01	2.876076e-01	4.847595e-01	2.676980e-01	2.836325e-04	2	
3.393231e-01	2.016378e-01	5.782705e-01	0.000000e+00	2.661150e-04	0	
1.404316e-01	2.145915e-01	2.791742e-02	3.130937e-02	1.959188e-04	3	
7.282546e-01	6.986093e-01	3.077222e-02	0.000000e+00	1.589821e-04	0	
4.561720e-01	3.738108e-01	1.558101e-01	5.957263e-04	1.531310e-04	1	
6.488721e-01	5.777533e-01	1.629272e-02	0.000000e+00	1.461923e-04	0	
2.091036e-02	1.125228e-01	4.670120e-01	9.022054e-01	1.528453e-04	3	
5.148089e-01	5.495508e-01	1.131979e-01	7.466923e-02	1.504303e-04	1	
3.417364e-01	3.908188e-01	3.480394e-01	3.444716e-01	1.892972e-04	1	
3.512383e-01	2.562157e-01	4.245299e-01	0.000000e+00	1.992934e-04	0	
1.875247e-01	2.804979e-01	9.112680e-01	9.443209e-01	1.919000e-04	3	
2.700642e-01	4.088664e-01	5.806751e-01	7.943966e-01	2.052652e-04	3	
5.458852e-02	3.281146e-02	6.577527e-01	4.733747e-01	3.403383e-04	3	
4.544895e-01	2.725727e-01	3.482073e-01	1.436189e-01	3.478493e-04	1	
2.230363e-01	2.421168e-01	2.632871e-01	3.628035e-01	2.840202e-04	4	
4.542414e-01	4.022624e-01	7.354487e-02	1.611695e-02	3.050292e-04	2	
2.947558e-01	3.884161e-01	8.313451e-02	2.475285e-01	3.063696e-04	4	
3.401215e-01	3.073660e-01	7.384014e-01	7.455968e-01	2.183219e-04	1	
4.981617e-01	5.862699e-01	2.615555e-01	2.249506e-01	2.443472e-04	3	
2.536159e-01	2.098788e-01	7.392205e-01	7.011671e-01	3.697195e-04	2	
3.410892e-01	2.792172e-01	8.201620e-01	8.111830e-01	3.825649e-04	1	
3.712679e-01	4.331871e-01	5.378835e-01	5.475719e-01	5.540271e-04	4	
1.403311e-01	2.312658e-01	9.683027e-01	9.822609e-01	1.053841e-03	7	
5.272040e-01	2.789795e-01	7.825418e-01	4.761843e-01	1.278498e-03	5	
5.424066e-01	4.791712e-01	1.151745e-01	1.718193e-01	9.735839e-04	9	
5.866401e-01	5.331195e-01	5.974557e-01	6.617127e-01	5.264093e-04	5	
6.704995e-01	4.954098e-01	4.134357e-01	6.554913e-02	7.282208e-04	4	
1.505984e-01	1.884476e-01	2.906248e-01	2.460421e-01	6.281163e-04	4	
3.705307e-01	1.943573e-01	7.930651e-01	2.740020e-01	4.093168e-04	3	
8.236873e-01	4.601205e-01	8.399144e-01	0.000000e+00	2.812126e-04	0	
7.713526e-01	7.543903e-01	5.618682e-01	3.423202e-01	2.665537e-04	3	
6.905883e-01	6.198970e-01	4.500160e-01	3.465882e-01	4.556321e-04	2	
8.559334e-01	8.195350e-01	2.371594e-01	8.805708e-02	4.216579e-04	2	
6.502434e-01	6.383976e-01	2.055359e-01	2.347126e-01	3.724569e-04	2	
7.811894e-01	3.852522e-01	8.711116e-01	4.107929e-04	3.855527e-04	1	
2.657392e-01	3.156997e-01	6.322215e-01	6.130077e-01	3.366847e-04	1	
3.945249e-01	3.139723e-01	6.101472e-01	6.577202e-01	2.610708e-04	1	
1.675654e-01	1.710361e-01	2.294691e-01	2.073198e-01	1.987600e-04	2	
5.190102e-01	3.816014e-01	4.537369e-01	5.760435e-02	1.517034e-04	1	
4.158559e-01	3.005728e-01	4.728101e-01	0.000000e+00	2.785744e-04	0	
2.923053e-01	3.668003e-01	8.543363e-02	1.184184e-02	2.441344e-04	2	
8.768445e-01	3.378948e-01	9.361998e-01	0.000000e+00	2.345572e-04	0	
6.347419e-01	5.306685e-01	4.670410e-01	3.015806e-02	3.969578e-04	1	
6.540967e-01	5.843973e-01	2.407361e-01	0.000000e+00	2.944265e-04	0	
1.420644e-01	3.896596e-02	6.249438e-01	0.000000e+00	1.482220e-04	0	
3.267225e-01	3.198646e-01	2.240020e-01	2.551987e-01	1.412898e-04	2	
5.402775e-01	3.794045e-01	6.551896e-02	8.551342e-02	2.215011e-04	1	
6.579124e-01	5.914422e-01	7.751076e-03	1.932176e-02	2.232774e-04	2	
4.876479e-01	4.619337e-01	9.358939e-01	9.284619e-01	1.801419e-04	2	
6.682015e-01	6.479569e-01	1.636752e-03	4.459503e-03	1.404044e-04	1	
6.052601e-01	6.187570e-01	7.171656e-01	6.550365e-01	2.309910e-04	5	
5.613176e-01	3.888540e-01	5.631368e-01	0.000000e+00	2.333511e-04	0	
6.509904e-01	7.008651e-01	7.632759e-02	3.355495e-02	2.051309e-04	2	
5.998970e-01	1.973046e-01	8.071831e-01	0.000000e+00	1.802825e-04	0	
4.276311e-02	9.745104e-02	6.050838e-01	8.503765e-01	1.817536e-04	4	
1.569313e-01	5.249915e-02	6.344459e-01	2.087487e-01	1.995083e-04	1	
2.359862e-01	2.303163e-01	5.636423e-01	6.304327e-01	1.592843e-04	1	
1.624539e-01	1.290740e-01	5.788306e-01	0.000000e+00	2.122828e-04	0	
8.016337e-01	4.713023e-01	7.729670e-01	0.000000e+00	2.588331e-04	0	
7.317035e-01	4.512040e-01	6.974768e-01	0.000000e+00	1.851909e-04	0	
2.886913e-01	1.587146e-01	3.377159e-01	0.000000e+00	2.081491e-04	0	
5.020660e-01	4.356663e-01	8.915210e-01	8.067439e-01	1.716092e-04	1	
3.494947e-01	3.312876e-01	5.410483e-01	3.682742e-01	2.210928e-04	1	
1.405579e-01	1.752061e-01	2.477810e-01	3.206549e-01	2.081879e-04	3	
6.729565e-01	4.840093e-01	6.052901e-01	3.321455e-01	1.466220e-04	1	
4.723438e-01	4.218986e-01	4.501517e-01	3.286194e-01	1.816460e-04	1	
2.174772e-01	1.441493e-01	6.425625e-01	6.165454e-01	1.559609e-04	1	
1.123527e-01	9.270096e-02	2.962074e-01	0.000000e+00	2.228305e-04	0	
2.695441e-01	4.310604e-01	6.855878e-01	7.717799e-01	1.863414e-04	3	
4.082362e-01	4.800810e-01	9.055136e-02	9.249843e-02	1.539744e-04	1	
6.347557e-01	4.475567e-01	4.239137e-01	2.656099e-01	2.124802e-04	1	
4.143434e-01	3.422292e-01	5.546806e-01	0.000000e+00	2.229478e-04	0	
1.091038e-01	1.618102e-01	1.422137e-01	3.942082e-01	1.562426e-04	3	
6.575970e-01	4.833011e-01	4.854001e-01	1.161112e-02	2.229517e-04	1	
7.309989e-01	3.067875e-01	8.503327e-01	0.000000e+00	1.505904e-04	0	
7.291795e-01	4.032101e-01	7.949846e-01	0.000000e+00	1.446163e-04	0	
2.081670e-01	2.072197e-01	6.399999e-01	6.162860e-01	2.132062e-04	1	
1.242027e-01	2.115415e-01	4.522877e-01	6.872857e-01	2.770519e-04	3	
6.731085e-01	6.138498e-01	5.843760e-01	2.833666e-01	2.473199e-04	2	
2.268547e-01	2.101422e-01	5.323252e-01	4.310914e-01	4.168057e-04	4	
5.142338e-01	5.637610e-01	3.895083e-01	3.974271e-01	5.174729e-04	5	
2.709213e-01	2.621907e-01	5.683021e-01	4.581790e-01	7.783549e-04	6	
7.718321e-01	4.470338e-01	9.580352e-01	8.123763e-01	8.711465e-04	6	
2.258497e-01	2.356005e-01	3.408615e-01	4.538379e-01	7.014966e-04	6	
6.443320e-02	8.480911e-02	2.238424e-01	3.609419e-01	1.187089e-03	11	
7.999035e-01	7.660785e-01	1.598763e-01	4.101105e-02	3.373885e-03	17	
4.634036e-01	3.773822e-01	9.261915e-01	8.901491e-01	1.778968e-03	4	
1.851754e-01	1.210572e-01	9.452562e-01	9.009382e-01	2.137987e-03	8	
2.549450e-01	2.629601e-01	7.509955e-01	7.738488e-01	1.087208e-03	7	
3.607525e-01	4.404863e-01	3.928827e-01	4.990667e-01	9.780433e-04	7	
5.082726e-01	5.168777e-01	2.508968e-01	2.604184e-01	1.167014e-03	8	
6.652956e-01	7.094811e-01	3.408755e-01	3.586408e-01	1.792553e-03	15	
2.996539e-01	4.104118e-01	8.487172e-01	8.946151e-01	3.083279e-03	23	
4.241974e-01	4.484601e-01	8.233747e-03	3.887268e-03	2.996676e-03	19	
1.094145e-01	1.654590e-01	8.843474e-01	9.591993e-01	3.198797e-03	28	
3.117807e-01	2.607578e-01	8.923681e-01	8.033581e-01	4.488931e-03	32	
7.115822e-01	6.924946e-01	9.090874e-02	8.914228e-02	4.039956e-03	19	
3.194031e-01	3.875954e-01	4.694560e-01	3.964456e-01	3.519865e-03	21	
3.557922e-01	3.671046e-01	7.398813e-02	4.887886e-02	4.311821e-03	28	
6.754234e-02	1.180659e-01	7.756707e-01	9.032895e-01	3.239666e-03	22	
1.750659e-01	1.819101e-01	2.961586e-01	5.774495e-01	3.177437e-03	27	
4.680769e-01	3.376042e-01	3.277655e-01	3.568581e-01	3.882115e-03	33	
2.322134e-01	3.146725e-01	1.133108e-01	2.413420e-02	3.660491e-03	27	
4.243755e-01	3.691016e-01	4.919056e-01	3.412971e-01	4.352077e-03	24	
5.872803e-01	5.328986e-01	3.227088e-01	3.172973e-01	3.828011e-03	25	
1.744659e-01	2.068497e-01	7.227326e-01	6.817817e-01	3.493260e-03	24	
5.996134e-01	5.224130e-01	5.677001e-01	6.437712e-01	2.242325e-03	15	
3.278640e-01	3.190393e-01	5.354444e-01	4.368478e-01	1.801034e-03	10	
3.719532e-01	4.214490e-01	5.901384e-01	6.061487e-01	2.119723e-03	13	
4.088058e-01	3.955596e-01	1.829748e-01	1.403216e-01	1.616163e-03	7	
1.973121e-01	2.110933e-01	3.940054e-01	3.997018e-01	1.311850e-03	8	
4.894063e-01	4.164989e-01	8.097500e-01	8.040946e-01	1.122281e-03	10	
1.877619e-01	3.000936e-01	7.201462e-01	7.769962e-01	1.883353e-03	20	
3.372532e-01	2.186467e-01	7.589374e-01	5.859533e-01	2.157555e-03	16	
5.312245e-01	4.826414e-01	5.835117e-02	6.486718e-02	2.152338e-03	19	
5.163835e-01	4.981705e-01	2.025483e-01	2.480787e-01	3.089322e-03	23	
2.538084e-01	2.176801e-01	8.232433e-01	7.784736e-01	3.879988e-03	25	
2.913237e-01	2.334534e-01	4.201997e-01	5.753436e-01	2.664956e-03	17	
2.702488e-01	2.946585e-01	2.906689e-01	2.839247e-01	2.732412e-03	17	
3.230589e-01	3.743204e-01	8.059786e-01	8.941952e-01	1.949303e-03	16	
7.061614e-02	2.632683e-02	9.860750e-01	9.574454e-01	3.144232e-03	20	
6.922822e-02	5.548720e-02	6.961542e-01	6.677655e-01	3.097632e-03	22	
9.481324e-02	2.050714e-01	7.912305e-01	8.997991e-01	2.291318e-03	25	
3.026583e-01	3.058098e-01	3.954528e-01	3.535828e-01	3.672204e-03	19	
2.960346e-01	3.878397e-01	3.806753e-01	5.449601e-01	2.598971e-03	21	
7.536984e-01	6.983941e-01	5.214436e-01	3.265324e-01	2.454738e-03	15	
4.719048e-01	4.904250e-01	5.454779e-01	6.011608e-01	2.130716e-03	19	
7.143946e-01	6.111347e-01	2.379266e-01	2.131596e-01	1.325331e-03	8	
5.215841e-01	5.380002e-01	1.764191e-01	1.546732e-01	1.301671e-03	7	
2.141223e-01	2.924496e-01	4.922216e-01	6.410086e-01	1.061898e-03	7	
5.875769e-01	5.890122e-01	7.022521e-01	6.392550e-01	8.007869e-04	3	
5.085768e-01	4.505966e-01	3.032322e-01	7.076547e-02	9.197763e-04	5	
3.948008e-01	3.621808e-01	5.596923e-01	5.612751e-01	8.215322e-04	6	
3.851658e-01	4.052311e-01	1.797513e-01	1.297960e-01	1.171561e-03	9	
7.033880e-01	5.348646e-01	4.609825e-01	5.572467e-01	1.049403e-03	4	
6.438457e-01	5.450675e-01	3.839828e-01	2.637709e-01	9.811044e-04	4	
5.267773e-01	4.792574e-01	4.134004e-01	4.451797e-01	1.067227e-03	7	
5.342077e-01	5.148022e-01	1.967162e-01	5.704685e-02	1.194509e-03	2	
2.936599e-01	3.067366e-01	5.748617e-01	5.898474e-01	9.484548e-04	8	
2.755538e-01	4.143599e-01	5.610751e-01	6.565682e-01	9.774035e-04	11	
5.246164e-01	5.997351e-01	4.457692e-01	4.037510e-01	8.134718e-04	10	
4.738495e-01	4.650003e-01	2.164875e-01	1.717161e-01	8.934449e-04	7	
5.751367e-01	5.874619e-01	1.350012e-01	8.673866e-02	1.509504e-03	12	
2.150572e-01	2.435175e-01	6.787421e-01	8.711650e-01	1.031254e-03	6	
7.458543e-01	6.430051e-01	7.835839e-01	6.593637e-01	8.195206e-04	6	
6.432281e-01	4.358423e-01	6.275652e-01	1.237499e-01	7.307790e-04	1	
9.928496e-02	1.072090e-01	2.508913e-01	3.066526e-01	6.730207e-04	3	
3.208232e-01	1.996524e-01	1.786874e-01	9.386894e-02	7.126843e-04	5	
2.723432e-01	1.790786e-01	7.837966e-01	4.767110e-01	8.744359e-04	3	
5.101417e-01	4.483785e-01	3.450099e-01	8.880798e-02	3.673022e-04	3	
3.078743e-01	2.950860e-01	3.234944e-01	1.099432e-01	3.850169e-04	4	
2.773864e-01	2.421793e-01	2.836197e-01	5.024142e-02	6.602945e-04	2	
4.293929e-01	5.181730e-01	8.414579e-01	8.455497e-01	5.278948e-04	5	
